,ARG,ASN,ASP,GLN,GLY,LEU,LYS,PHE,PRO,SER,TRP,TYR,VAL,CYS,GLU,HIS,ILE,THR,ALA,MET
2x0y,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2x2r,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,2.0,0.0
2x4z,0.0,0.0,2.0,0.0,5.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,2.0
2x7t,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,3.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0
2x7u,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0
2x8z,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,1.0,1.0,0.0
2x91,2.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,3.0,4.0,0.0,1.0,2.0,0.0
2x95,2.0,0.0,2.0,3.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,3.0,1.0,0.0,2.0,4.0,0.0,1.0,2.0,0.0
2x96,1.0,0.0,1.0,2.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,4.0,1.0,0.0,2.0,5.0,0.0,2.0,2.0,0.0
2x97,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,5.0,0.0,1.0,2.0,0.0
2xab,0.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0
2xb7,1.0,1.0,2.0,0.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0
2xb8,4.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0
2xbp,4.0,1.0,1.0,1.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,1.0,1.0
2xbv,1.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0
2xbw,2.0,0.0,1.0,1.0,4.0,0.0,2.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0
2xbx,2.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,1.0,2.0,0.0
2xc0,2.0,0.0,2.0,1.0,3.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0
2xc4,1.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,2.0,1.0,2.0,0.0
2xd9,2.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0
2xda,3.0,2.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0
2xde,0.0,3.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2xdk,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2xdl,0.0,1.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0
2xdx,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2xef,5.0,3.0,3.0,0.0,7.0,3.0,4.0,2.0,0.0,4.0,2.0,3.0,1.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0
2xeg,5.0,3.0,3.0,0.0,6.0,2.0,3.0,2.0,0.0,4.0,2.0,3.0,1.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0
2xei,5.0,4.0,3.0,0.0,4.0,2.0,4.0,2.0,0.0,4.0,2.0,3.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0
2xej,4.0,3.0,2.0,0.0,5.0,1.0,3.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0
2xg9,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
2xhm,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,2.0,5.0,0.0,2.0,3.0,0.0
2xht,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0
2xib,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0
2xii,3.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0
2xj1,1.0,1.0,2.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0
2xj2,1.0,1.0,2.0,0.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0
2xj7,0.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
2xjg,0.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0
2xjj,0.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0
2xjx,0.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0
2xm1,0.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
2xm2,0.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
2xmy,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0
2xn3,2.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2xn5,2.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2xnb,0.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0
2xog,0.0,3.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0
2xp7,2.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0
2xpc,2.0,1.0,3.0,0.0,2.0,3.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0
2xpk,0.0,2.0,4.0,0.0,1.0,3.0,2.0,2.0,0.0,1.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2xxr,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0
2xxt,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0
2xxw,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0
2xxx,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0
2xy9,1.0,1.0,1.0,1.0,1.0,0.0,2.0,4.0,0.0,1.0,0.0,4.0,3.0,0.0,4.0,5.0,0.0,1.0,2.0,0.0
2xyd,1.0,0.0,2.0,2.0,1.0,0.0,2.0,3.0,1.0,3.0,0.0,4.0,0.0,0.0,4.0,5.0,0.0,2.0,2.0,0.0
2xye,2.0,0.0,6.0,0.0,6.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0
2xyf,2.0,0.0,6.0,0.0,6.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0
2xys,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0
2xyt,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
2y5f,1.0,0.0,2.0,1.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0
2y5g,0.0,0.0,1.0,2.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2y5h,0.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2y7i,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,1.0
2y7k,1.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0
2y7p,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0
2y7x,0.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0
2y7z,0.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0
2y80,0.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0
2y81,0.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,2.0,1.0,2.0,0.0
2y82,0.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0
2y8c,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0
2y9g,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2ya6,4.0,0.0,4.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0
2ya7,4.0,0.0,4.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0
2ya8,4.0,0.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
2yay,1.0,3.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0
2yaz,2.0,3.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2yb0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2ybu,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0
2ydt,1.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0
2ydw,0.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2yfe,2.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,2.0
2yge,1.0,3.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0
2ygf,0.0,2.0,2.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0
2yi0,0.0,1.0,2.0,0.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0
2yi7,0.0,1.0,2.0,0.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0
2yim,3.0,1.0,4.0,2.0,4.0,3.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0
2yiv,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
2yix,1.0,1.0,2.0,0.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0
2yk1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0
2yki,0.0,1.0,2.0,1.0,3.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0
2ylc,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2yln,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
2ymd,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0
2yme,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0
2ypi,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0
2yxj,2.0,2.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0
2yz3,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0
2z4o,2.0,0.0,6.0,0.0,6.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0
2z8e,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2z94,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0
2za0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0
2za5,1.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0
2zb1,0.0,0.0,2.0,0.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0
2zc9,0.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0
2zcq,2.0,1.0,5.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2zcr,3.0,1.0,3.0,1.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0
2zcs,2.0,1.0,1.0,1.0,2.0,4.0,0.0,3.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0
2zda,0.0,1.0,2.0,0.0,4.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0
2zdk,0.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,5.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0
2zdl,0.0,1.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0
2zdm,0.0,1.0,2.0,2.0,4.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0
2zdn,0.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,5.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0
2zfp,0.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0
2zfs,0.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0
2zft,0.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,1.0,5.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0
2zgx,0.0,0.0,2.0,0.0,4.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0
2zjw,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0
2zkj,1.0,1.0,1.0,0.0,5.0,4.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0
2zmm,2.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
2zn7,2.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
2zpk,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0
2zq0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0
2zq2,0.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0
2zwz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0
2zx6,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,3.0,0.0,2.0,0.0,1.0
2zx7,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0
2zx8,1.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,3.0,0.0,2.0,1.0,1.0
2zxd,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0
2zxg,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,2.0,0.0,0.0,1.0,2.0
2zy1,1.0,1.0,1.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2zym,1.0,5.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0
2zz1,1.0,0.0,3.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0
3a1c,1.0,2.0,2.0,0.0,4.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,2.0,3.0,1.0,0.0
3a1d,1.0,2.0,2.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0
3a1e,1.0,2.0,2.0,1.0,4.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,3.0,1.0,0.0
3a1s,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0
3a2o,1.0,0.0,6.0,0.0,6.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0
3a5y,3.0,2.0,1.0,0.0,3.0,3.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,6.0,1.0,0.0,1.0,2.0,1.0
3a6t,2.0,1.0,0.0,0.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0
3a9i,2.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0
3aaq,1.0,1.0,3.0,2.0,7.0,2.0,1.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0
3aas,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
3aau,0.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0
3acl,1.0,0.0,1.0,1.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0
3acw,0.0,1.0,0.0,1.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0
3acx,1.0,0.0,1.0,1.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0
3adv,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0
3afk,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0
3ag9,2.0,1.0,2.0,0.0,3.0,3.0,2.0,3.0,3.0,1.0,0.0,2.0,3.0,0.0,5.0,0.0,0.0,3.0,1.0,1.0
3agl,2.0,1.0,2.0,0.0,3.0,3.0,2.0,4.0,2.0,1.0,0.0,3.0,3.0,0.0,5.0,0.0,0.0,3.0,1.0,1.0
3ahn,1.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,2.0,2.0,2.0,3.0,0.0,3.0,0.0,1.0
3aho,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,7.0,0.0,2.0,2.0,3.0,0.0,3.0,0.0,1.0
3ai8,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0
3aid,1.0,0.0,3.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
3alt,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3ama,2.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0
3ao1,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0
3ao2,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0
3ao4,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0
3ao5,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0
3aqt,2.0,0.0,1.0,0.0,1.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3axz,1.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0
